send_dt,send_time,target,priority,ad_code,content_type,goods_id,category_id,brand_id,team_id,braze_campaign_name,title,contents,landing_url,image_url,push_url,feed_url,webhook_contents,stopped
2026-02-20,11:00,전체,3,APSSPOR247,콘텐츠,,,snowpeakapparel,,260220_11시_APSSPOR247_정기_GMV_스노우피크 어패럴 | 앙코르데이_전체_콘텐츠,스노우피크 어패럴 | 앙코르데이,"(광고) 10% 쿠폰 + 7% 장바구니 쿠폰
클리어런스 마지막 최대 혜택
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/content/1471040054839292314,https://image.msscdn.net/cms/v2/content/cms_4ca46f89-3019-4.jpg,https://www.musinsa.com/content/1471040054839292314?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSSPOR247&source=APSSPOR247,https://www.musinsa.com/content/1471040054839292314?source=FEDSPOR247,(광고) 10% 쿠폰 + 7% 장바구니 쿠폰\n클리어런스 마지막 최대 혜택\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF,
2026-02-20,11:00,남성,4,APSBEAU194,콘텐츠,,,ulos,,260220_11시_APSBEAU194_정기_GMV_우르오스 | 무신사 단독 구성 및 할인_남성_콘텐츠,우르오스 | 무신사 단독 구성 및 할인,"(광고) NEW 모델 민호와 함께하는
스마트한 스킨케어 솔루션 제안
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/content/1462684002427826523,https://image.msscdn.net/cms/v2/content/file_1770778030976_613144899_yvh68d.jpg,https://www.musinsa.com/content/1462684002427826523?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSBEAU194&source=APSBEAU194,https://www.musinsa.com/content/1462684002427826523?source=FEDBEAU194,(광고) NEW 모델 민호와 함께하는\n스마트한 스킨케어 솔루션 제안\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF,
2026-02-21,11:00,전체,1,APSCMCD553,캠페인,,,"musinsastandard,adidas,nike,musinsastandardwoman",,"260221_11시_APSCMCD553_정기_GMV_최대 80% 할인, 앙코르 특가_전체_캠페인","최대 80% 할인, 앙코르 특가","(광고) 놓쳐서 아쉬웠던 상품들을 다시 만날 기회
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/campaign/newyear2026/0#encore,https://image.msscdn.net/campaign_service/images/cpcms/2026/2e64b23bdd53407ba6cd0010c9362c4c.jpg,https://www.musinsa.com/campaign/newyear2026/0?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSCMCD553&source=APSCMCD553#encore,https://www.musinsa.com/campaign/newyear2026/0?source=FEDCMCD553#encore,(광고) 놓쳐서 아쉬웠던 상품들을 다시 만날 기회\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF,
2026-02-21,11:00,전체,2,APSCMCD554,콘텐츠,,,minav,,260221_11시_APSCMCD554_정기_GMV_패션플래닛 × 미나브_전체_콘텐츠,패션플래닛 × 미나브,"(광고) 무신사 에디션 발매
패션플래닛의 감각이 더해진 신학기 패션
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/content/1466316727745879781,https://image.msscdn.net/cms/v2/content/file_1770945989268_28972699_l18gn6.jpg,https://www.musinsa.com/content/1466316727745879781?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSCMCD554&source=APSCMCD554,https://www.musinsa.com/content/1466316727745879781?source=FEDCMCD554,(광고) 무신사 에디션 발매\n패션플래닛의 감각이 더해진 신학기 패션\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF,
2026-02-21,11:00,전체,3,APSSPOR249,콘텐츠,,,discoveryexpedition,,260221_11시_APSSPOR249_정기_GMV_디스커버리 익스페디션 | 앙코르데이_전체_콘텐츠,디스커버리 익스페디션 | 앙코르데이,"(광고) 15% 쿠폰 + 7% 장바구니 쿠폰
클리어런스 마지막 최대 혜택
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/content/1471037354636999207,https://image.msscdn.net/cms/v2/content/cms_194b7e5f-9edb-4.jpg,https://www.musinsa.com/content/1471037354636999207?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSSPOR249&source=APSSPOR249,https://www.musinsa.com/content/1471037354636999207?source=FEDSPOR249,(광고) 15% 쿠폰 + 7% 장바구니 쿠폰\n클리어런스 마지막 최대 혜택\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF,
2026-02-21,11:00,전체,4,APSBEAU195,콘텐츠,,,lush,,260221_11시_APSBEAU195_정기_GMV_러쉬 브랜드위크 시작 🎁_전체_콘텐츠,러쉬 브랜드위크 시작 🎁,"(광고) 헤어케어부터 바디 스프레이까지
찜해둔 아이템 구매 시 전 고객 샘플 선물
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/content/1460461099889154874,https://image.msscdn.net/cms/v2/content/cms_8de91552-af65-4.jpg,https://www.musinsa.com/content/1460461099889154874?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSBEAU195&source=APSBEAU195,https://www.musinsa.com/content/1460461099889154874?source=FEDBEAU195,(광고) 헤어케어부터 바디 스프레이까지\n찜해둔 아이템 구매 시 전 고객 샘플 선물\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF,
2026-02-22,11:00,전체,1,APSCMCD558,캠페인,,,"musinsastandard,sculptor,kinchi",,260222_11시_APSCMCD558_정기_GMV_6일간의 단독 혜택 앙코르데이_전체_캠페인,6일간의 단독 혜택 앙코르데이,"(광고) 무신사 스탠다드, 킨치, 스컬프터 외 최대 80% 할인에 결제 혜택까지
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/campaign/newyear2026/1,https://image.msscdn.net/campaign_service/images/cpcms/2026/2e64b23bdd53407ba6cd0010c9362c4c.jpg,https://www.musinsa.com/campaign/newyear2026/1?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSCMCD558&source=APSCMCD558,https://www.musinsa.com/campaign/newyear2026/1?source=FEDCMCD558,"(광고) 무신사 스탠다드, 킨치, 스컬프터 외 최대 80% 할인에 결제 혜택까지\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",
2026-02-22,11:00,전체,2,APSCMCD559,콘텐츠,,,thisisneverthat,,260222_11시_APSCMCD559_정기_GMV_디스이즈네버댓 × 고어텍스_전체_콘텐츠,디스이즈네버댓 × 고어텍스,"(광고) 컬래버레이션 신상품 발매
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/content/1466300151780974105,https://image.msscdn.net/cms/v2/content/cms_78a31ce8-02b6-4.jpg,https://www.musinsa.com/content/1466300151780974105?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSCMCD559&source=APSCMCD559,https://www.musinsa.com/content/1466300151780974105?source=FEDCMCD559,(광고) 컬래버레이션 신상품 발매\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF,
2026-02-22,11:00,전체,3,APSBEAU196,콘텐츠,,,torriden,,260222_11시_APSBEAU196_정기_GMV_토리든 브랜드위크 | 오늘 종료_전체_콘텐츠,토리든 브랜드위크 | 오늘 종료,"(광고) 히알루론산 세럼, 클렌징, 마스크 등
최대 40% 할인 + 추가 증정 혜택
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/content/1470330793611560925,https://image.msscdn.net/cms/v2/content/cms_894553b5-2001-4.jpg,https://www.musinsa.com/content/1470330793611560925?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSBEAU196&source=APSBEAU196,https://www.musinsa.com/content/1470330793611560925?source=FEDBEAU196,"(광고) 히알루론산 세럼, 클렌징, 마스크 등\n최대 40% 할인 + 추가 증정 혜택\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",
2026-02-23,11:00,전체,1,APSCMCD562,캠페인,,,"jaju,emptysohc,aureve,therye,epingler",,260223_11시_APSCMCD562_정기_GMV_2월 월간 입점회_전체_캠페인,2월 월간 입점회,"(광고) 단 일주일, 월간 입점회 최대 30% 쿠폰
자주, SOHC, 오헤브, 더라이, 에핑글러 외
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/campaign/brandshowcase_2602,https://image.msscdn.net/campaign_service/images/cpcms/2026/21a5aff420ba4fa388c6854a1ffa5f9d.jpg,https://www.musinsa.com/campaign/brandshowcase_2602?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSCMCD562&source=APSCMCD562,https://www.musinsa.com/campaign/brandshowcase_2602?source=FEDCMCD562,"(광고) 단 일주일, 월간 입점회 최대 30% 쿠폰\n자주, SOHC, 오헤브, 더라이, 에핑글러 외\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",
2026-02-23,11:00,전체,2,APSCMCD563,캠페인,,,thenorthface,,260223_11시_APSCMCD563_정기_GMV_최대 혜택으로 만나는 노스페이스_전체_캠페인,최대 혜택으로 만나는 노스페이스,"(광고) 오직 무신사에서 노스페이스 백팩, 아우터 한정 발매 + 15만원 이상 구매 시 선착순 키링 증정
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/campaign/thenorthface_2602,https://image.msscdn.net/campaign_service/images/cpcms/2026/95197bfb3b2d4333a3e9305181d5fc68.jpg,https://www.musinsa.com/campaign/thenorthface_2602?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSCMCD563&source=APSCMCD563,https://www.musinsa.com/campaign/thenorthface_2602?source=FEDCMCD563,"(광고) 오직 무신사에서 노스페이스 백팩, 아우터 한정 발매 + 15만원 이상 구매 시 선착순 키링 증정\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",
2026-02-23,11:00,전체,3,APSCMCD564,콘텐츠,,,asus,,"260223_11시_APSCMCD564_정기_GMV_ASUS, 전설이 되는 순간_전체_콘텐츠","ASUS, 전설이 되는 순간","(광고) ASUS 한정판 그래픽카드 무신사 단독 발매
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/content/1469239794904587480,https://image.msscdn.net/cms/v2/content/cms_8bd2b082-57a6-4.jpg,https://www.musinsa.com/content/1469239794904587480?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSCMCD564&source=APSCMCD564,https://www.musinsa.com/content/1469239794904587480?source=FEDCMCD564,(광고) ASUS 한정판 그래픽카드 무신사 단독 발매\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF,
2026-02-23,11:00,전체,4,APSBEAU198,콘텐츠,,,taylorscents,,260223_11시_APSBEAU198_정기_GMV_테일러센츠 x 모남희 무신사 에디션_전체_콘텐츠,테일러센츠 x 모남희 무신사 에디션,"(광고) 향수부터 디퓨저, 샤쉐까지
<테희> 키링 퍼퓸 세트 단독 발매
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/content/1471307449206125956,https://image.msscdn.net/thumbnails/cms/v2/content/file_1771483291369_1592570500_kg8w9d.jpg?w=780,https://www.musinsa.com/content/1471307449206125956?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSBEAU198&source=APSBEAU198,https://www.musinsa.com/content/1471307449206125956?source=FEDBEAU198,"(광고) 향수부터 디퓨저, 샤쉐까지\n<테희> 키링 퍼퓸 세트 단독 발매\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",
2026-02-24,11:00,전체,1,APSCMCD566,콘텐츠,,,kiwoomheroes,,260224_11시_APSCMCD566_정기_GMV_무신사 × 키움히어로즈_전체_콘텐츠,무신사 × 키움히어로즈,"(광고) 2026 키움히어로즈 스프링 컬렉션 무신사 드롭 발매
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/content/1469237936113194646,https://image.msscdn.net/cms/v2/content/file_1771555168261_754213599_wdq2p7.jpg,https://www.musinsa.com/content/1469237936113194646?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSCMCD566&source=APSCMCD566,https://www.musinsa.com/content/1469237936113194646?source=FEDCMCD566,(광고) 2026 키움히어로즈 스프링 컬렉션 무신사 드롭 발매\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF,Y
2026-02-24,11:00,여성,2,APSCMCD567,콘텐츠,,,rolarola,,260224_11시_APSCMCD567_정기_GMV_로라로라 × 나와야시 PICK_여성_콘텐츠,로라로라 × 나와야시 PICK,"(광고) 26SP 2차 발매
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/content/1469203804156582440,https://image.msscdn.net/cms/v2/content/cms_442e8fe3-3b6c-4.jpg,https://www.musinsa.com/content/1469203804156582440?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSCMCD567&source=APSCMCD567,https://www.musinsa.com/content/1469203804156582440?source=FEDCMCD567,(광고) 26SP 2차 발매\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF,
2026-02-24,11:00,전체,3,APSSPOR251,콘텐츠,,,vans,,260224_11시_APSSPOR251_정기_GMV_[단독] 반스 하프캡 블랙 발매_전체_콘텐츠,[단독] 반스 하프캡 블랙 발매,"(광고) 다시 돌아온 하프캡 트렌드
올블랙 컬러 무신사 단독 발매
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/content/1470690928914150138,https://image.msscdn.net/cms/v2/content/file_1771818904673_90975299_uv3508.jpg,https://www.musinsa.com/content/1470690928914150138?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSSPOR251&source=APSSPOR251,https://www.musinsa.com/content/1470690928914150138?source=FEDSPOR251,(광고) 다시 돌아온 하프캡 트렌드\n올블랙 컬러 무신사 단독 발매\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF,
2026-02-24,11:00,여성,4,APSBEAU199,콘텐츠,,,tiptoe,,260224_11시_APSBEAU199_정기_GMV_[단독] 팁토우 위시 글레이즈 틴트 발매_여성_콘텐츠,[단독] 팁토우 위시 글레이즈 틴트 발매,"(광고) 최대 40% 할인 + 20% 쿠폰
세트 구매 시 미니 파우치 선착순 증정
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/content/1470592418722034787,https://image.msscdn.net/thumbnails/images/prd_img/20260107/5875246/detail_5875246_17715557805523_big.png?w=1200,https://www.musinsa.com/content/1470592418722034787?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSBEAU199&source=APSBEAU199,https://www.musinsa.com/content/1470592418722034787?source=FEDBEAU199,(광고) 최대 40% 할인 + 20% 쿠폰\n세트 구매 시 미니 파우치 선착순 증정\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF,
2026-02-24,11:00,남성,5,APSBEAU200,콘텐츠,,,dashu,,260224_11시_APSBEAU200_정기_GMV_[단독] 다슈 데일리 볼륨핏 스타일러_남성_콘텐츠,[단독] 다슈 데일리 볼륨핏 스타일러,"(광고) 최대 41%할인 + 10% 쿠폰
구매 고객 보조배터리 선착순 증정
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/content/1471426491355053189,https://image.msscdn.net/thumbnails/cms/v2/content/file_1771821812034_467640500_lw9yjl.jpg?w=780,https://www.musinsa.com/content/1471426491355053189?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSBEAU200&source=APSBEAU200,https://www.musinsa.com/content/1471426491355053189?source=FEDBEAU200,(광고) 최대 41%할인 + 10% 쿠폰\n구매 고객 보조배터리 선착순 증정\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF,
2026-02-25,11:00,남성,4,APSBEAU200,콘텐츠,,,dashu,,260225_11시_APSBEAU200_정기_GMV_[단독] 다슈 데일리 볼륨핏 스타일러_남성_콘텐츠,[단독] 다슈 데일리 볼륨핏 스타일러,"(광고) 최대 41%할인 + 10% 쿠폰
구매 고객 보조배터리 선착순 증정
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/content/1471426491355053189,https://image.msscdn.net/thumbnails/cms/v2/content/file_1771821812034_467640500_lw9yjl.jpg?w=780,https://www.musinsa.com/content/1471426491355053189?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSBEAU200&source=APSBEAU200,https://www.musinsa.com/content/1471426491355053189?source=FEDBEAU200,(광고) 최대 41%할인 + 10% 쿠폰\n구매 고객 보조배터리 선착순 증정\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF,
2026-02-25,11:00,전체,3,APSCMCD573,콘텐츠,,,puma,,260225_11시_APSCMCD573_정기_GMV_[단독] 푸마 메모리아 에디션_전체_콘텐츠,[단독] 푸마 메모리아 에디션,"(광고) 푸마의 러닝 헤리티지를 담아
새롭게 탄생한 메리제인 슈즈 발매
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/content/1470304369762621774,https://image.msscdn.net/cms/v2/content/file_1771459807118_4589099_ronm7a.jpg,https://www.musinsa.com/content/1470304369762621774?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSCMCD573&source=APSCMCD573,https://www.musinsa.com/content/1470304369762621774?source=FEDCMCD573,(광고) 푸마의 러닝 헤리티지를 담아\n새롭게 탄생한 메리제인 슈즈 발매\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF,
2026-02-25,11:00,전체,1,APSCMCD574,캠페인,,,"musinsastandard,adidas,nike,musinsastandardwoman",,260225_11시_APSCMCD574_정기_GMV_26 설날 애프터 세일 마지막날_전체_캠페인,26 설날 애프터 세일 마지막날,"(광고) 최대 80% 할인의 특가부터 다양한 이벤트, 절대 놓치지 마세요.
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/campaign/newyear2026/0,https://image.msscdn.net/campaign_service/images/cpcms/2026/2e64b23bdd53407ba6cd0010c9362c4c.jpg,https://www.musinsa.com/campaign/newyear2026/0?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSCMCD574&source=APSCMCD574,https://www.musinsa.com/campaign/newyear2026/0?source=FEDCMCD574,"(광고) 최대 80% 할인의 특가부터 다양한 이벤트, 절대 놓치지 마세요.\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",
2026-02-25,11:00,여성,2,APSCMCD575,콘텐츠,,,partimentowomen,,260225_11시_APSCMCD575_정기_GMV_파르티멘토 우먼 26 클래식 라인_여성_콘텐츠,파르티멘토 우먼 26 클래식 라인,"(광고) 단독 15% 할인으로 만나보세요.
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/content/1463470199252157037,https://image.msscdn.net/cms/v2/content/file_1770856765649_251720100_9nl8dr.jpg,https://www.musinsa.com/content/1463470199252157037?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSCMCD575&source=APSCMCD575,https://www.musinsa.com/content/1463470199252157037?source=FEDCMCD575,(광고) 단독 15% 할인으로 만나보세요.\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF,
2026-02-26,11:00,전체,1,APSCMCD576,캠페인,,,,"잡화,여성패션",260226_11시_APSCMCD576_정기_GMV_잡화 페스티벌 최대 80% 할인_전체_캠페인,잡화 페스티벌 최대 80% 할인,최대 80% 할인 + 최대 30% 쿠폰 + 최대 20% 장바구니 더블 할인,https://www.musinsa.com/campaign/accbigsale202602/0,https://image.msscdn.net/campaign_service/images/cpcms/2026/71e163e5891140d7839e712bab32c22a.jpg,https://www.musinsa.com/campaign/accbigsale202602/0?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSCMCD576&source=APSCMCD576,https://www.musinsa.com/campaign/accbigsale202602/0?source=FEDCMCD576,최대 80% 할인 + 최대 30% 쿠폰 + 최대 20% 장바구니 더블 할인,
2026-02-26,11:00,전체,2,APSCMCD577,콘텐츠,,,moif,,260226_11시_APSCMCD577_정기_GMV_모이프 디즈니 협업 컬렉션_전체_콘텐츠,모이프 디즈니 협업 컬렉션,"(광고) 신상품 발매를 놓치지 마세요.
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/content/1468783681883311411,https://image.msscdn.net/cms/v2/content/cms_fa4d3e7e-f9a9-4.jpg,https://www.musinsa.com/content/1468783681883311411?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSCMCD577&source=APSCMCD577,https://www.musinsa.com/content/1468783681883311411?source=FEDCMCD577,(광고) 신상품 발매를 놓치지 마세요.\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF,
2026-02-26,11:00,전체,3,APSSPOR255,상품,,,romanticmove,,260226_11시_APSSPOR255_정기_GMV_로맨틱무브 최대 42% 특가 👞_전체_상품,로맨틱무브 최대 42% 특가 👞,"(광고) 더비부터 보트 슈즈까지
봄 코디 완성 인기 슈즈 추천
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/brand/romanticmove/products?gf=A&sortCode=SALE_ONE_WEEK_AMOUNT&isSale=true,https://image.msscdn.net/thumbnails/images/goods_img/20250304/4854349/4854349_17574657065165_big.jpg?w=1200,https://www.musinsa.com/brand/romanticmove/products?gf=A&sortCode=SALE_ONE_WEEK_AMOUNT&isSale=true&utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSSPOR255&source=APSSPOR255,https://www.musinsa.com/brand/romanticmove/products?gf=A&sortCode=SALE_ONE_WEEK_AMOUNT&isSale=true&source=FEDSPOR255,(광고) 더비부터 보트 슈즈까지\n봄 코디 완성 인기 슈즈 추천\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF,
2026-02-26,11:00,전체,4,APSBEAU202,콘텐츠,,,goodal,,260226_11시_APSBEAU202_정기_GMV_[단독] 구달로 채우는 수분 밸런스_전체_콘텐츠,[단독] 구달로 채우는 수분 밸런스,"(광고) 순한마스크 런칭 쇼케이스
최대 56%할인 + 비건 라이스 크림 구성
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/content/1471041661696474325,https://image.msscdn.net/thumbnails/cms/v2/content/file_1770961144554_248437900_0odv0k.jpg?w=780,https://www.musinsa.com/content/1471041661696474325?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSBEAU202&source=APSBEAU202,https://www.musinsa.com/content/1471041661696474325?source=FEDBEAU202,(광고) 순한마스크 런칭 쇼케이스\n최대 56%할인 + 비건 라이스 크림 구성\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF,
2026-02-27,11:00,전체,1,APSCMCD580,이벤트,,,"chanel,moncler,dyson,musinsa,samsung,musinsastandard,adidas,nike,musinsastandardwoman",,260227_11시_APSCMCD580_정기_GMV_딸깍! 최대 5만원 적립금 받기📆_전체_이벤트,딸깍! 최대 5만원 적립금 받기📆,"(광고) 새로워진 출석체크! 참여만 하면 받는 행운의 랜덤 박스를 지금 열어보세요.
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/events/attendance,,https://www.musinsa.com/events/attendance?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSCMCD580&source=APSCMCD580,https://www.musinsa.com/events/attendance?source=FEDCMCD580,(광고) 새로워진 출석체크! 참여만 하면 받는 행운의 랜덤 박스를 지금 열어보세요.\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF,
2026-02-27,11:00,전체,2,APSCMCD581,콘텐츠,,,rockfish,,260227_11시_APSCMCD581_정기_GMV_락피쉬웨더웨어 × 아일릿_전체_콘텐츠,락피쉬웨더웨어 × 아일릿,"(광고) 아일릿이 전하는 특별한 날씨
무신사 드롭 발매
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/content/1470301840008420423,https://image.msscdn.net/cms/v2/content/file_1771994886598_56148400_z4b2f2.jpg,https://www.musinsa.com/content/1470301840008420423?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSCMCD581&source=APSCMCD581,https://www.musinsa.com/content/1470301840008420423?source=FEDCMCD581,(광고) 아일릿이 전하는 특별한 날씨\n무신사 드롭 발매\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF,
2026-02-27,11:00,전체,3,APSCMCD582,콘텐츠,,,rawrow,,260227_11시_APSCMCD582_정기_GMV_로우로우 × 스테이플_전체_콘텐츠,로우로우 × 스테이플,"(광고) 콜라보 선발매 최대 60% 할인 + 10% 쿠폰
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/content/1465960670532048428,https://image.msscdn.net/cms/v2/content/cms_7eb5eca7-6a4c-4.jpg,https://www.musinsa.com/content/1465960670532048428?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSCMCD582&source=APSCMCD582,https://www.musinsa.com/content/1465960670532048428?source=FEDCMCD582,(광고) 콜라보 선발매 최대 60% 할인 + 10% 쿠폰\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF,
2026-02-27,11:00,전체,4,APSSPOR256,콘텐츠,,,heisan,,260227_11시_APSSPOR256_정기_GMV_하이산 최대 50% 할인 + 20% 쿠폰_전체_콘텐츠,하이산 최대 50% 할인 + 20% 쿠폰,"(광고) 경량 백팩·비니·볼캡 등 인기템
잡화 페스티벌 기념 최대 혜택
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/content/1471755321466762319,https://image.msscdn.net/cms/v2/content/cms_560f8d9c-f1d5-4.jpg,https://www.musinsa.com/content/1471755321466762319?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSSPOR256&source=APSSPOR256,https://www.musinsa.com/content/1471755321466762319?source=FEDSPOR256,(광고) 경량 백팩·비니·볼캡 등 인기템\n잡화 페스티벌 기념 최대 혜택\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF,
2026-02-27,11:00,여성,5,APSBEAU203,콘텐츠,,,flowerknows,,260227_11시_APSBEAU203_정기_GMV_[단독] 플라워노즈 론칭 쇼케이스 💖_여성_콘텐츠,[단독] 플라워노즈 론칭 쇼케이스 💖,"(광고) 판타지 동화 속 비쥬얼 색조 아이템
최대 20% 할인 + 10% 쿠폰 + 사은품 증정
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/content/1473912072494903906,https://image.msscdn.net/cms/v2/content/file_1771918521067_11689899_i4y1r4.jpg,https://www.musinsa.com/content/1473912072494903906?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSBEAU203&source=APSBEAU203,https://www.musinsa.com/content/1473912072494903906?source=FEDBEAU203,(광고) 판타지 동화 속 비쥬얼 색조 아이템\n최대 20% 할인 + 10% 쿠폰 + 사은품 증정\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF,
2026-02-28,11:00,전체,1,APSCMCD585,콘텐츠,,,ygplus,,260228_11시_APSCMCD585_정기_GMV_블랙핑크 ‘DEADLINE’ 오피셜 팝업_전체_콘텐츠,블랙핑크 ‘DEADLINE’ 오피셜 팝업,"(광고) 일상을 블랙핑크로 물들일 데드라인 머천다이즈 무신사 드롭 발매
수신거부 : 메인 상단 알림 > 설정 > 알림 OFF",https://www.musinsa.com/content/1475366542879306757,https://image.msscdn.net/cms/v2/content/file_1772159925080_44649299_a5regg.jpg,https://www.musinsa.com/content/1475366542879306757?utm_source=app_push&utm_medium=cr&utm_content=mf&utm_campaign=APSCMCD585&source=APSCMCD585,https://www.musinsa.com/content/1475366542879306757?source=FEDCMCD585,(광고) 일상을 블랙핑크로 물들일 데드라인 머천다이즈 무신사 드롭 발매\n수신거부 : 메인 상단 알림 > 설정 > 알림 OFF,
